file_name,class,degree
806_30_26b513bb-dacc-434c-b4b1-895bc79eb87d.jpeg,StreetLampPole,1.0
806_30_272fe61d-67e4-4093-8832-14e94df19340.jpeg,StreetLampPole,5.0
806_30_27b490fb-40dd-429d-9a50-72d1ff5eda71.jpeg,StreetLampPole,1.0
806_30_2a8cc6c3-03ef-465b-86f7-28033366cf7a.jpeg,StreetLampPole,4.0
806_30_2be56c17-10be-4495-9985-e70832e38adc.jpeg,StreetLampPole,1.0
806_30_2bf2e487-2829-40a7-b2d0-50e7e16c423e.jpeg,StreetLampPole,4.0
806_30_2cb188d1-2b2e-441c-a6a0-839a8a53b7ec.jpeg,StreetLampPole,1.0
806_30_2d51c95d-96a5-43dc-a2c0-14ff629165d1.jpeg,StreetLampPole,1.0
806_30_2e548817-a406-4b36-ace5-51408cbfb1af.jpeg,StreetLampPole,1.0
806_30_2f88e239-92ef-42fe-a8f0-32f58c2afbad.jpeg,StreetLampPole,1.0
806_30_2fc6d4da-795e-47fd-b493-8c4457bb6aa0.jpeg,StreetLampPole,1.0
806_30_32fd6f82-da0e-482b-91c0-fefdcf763118.jpeg,StreetLampPole,1.0
806_30_35e327d0-906e-4025-85eb-64a3e384e5f3.jpeg,StreetLampPole,1.0
806_30_363614e0-2203-4e96-846d-446670d1298b.jpeg,StreetLampPole,1.0
806_30_3639caa4-083f-4f72-bc60-c7249903a631.jpeg,StreetLampPole,8.0
806_30_3685890a-3bd4-452a-9ea4-b6621825f5c5.jpeg,StreetLampPole,1.0
806_30_395b31f9-6682-4f01-b685-54ebe74f956d.jpeg,StreetLampPole,1.0
806_30_39c6ec47-94f0-4c34-9af5-cf689c527f11.jpeg,StreetLampPole,7.0
806_30_39e15428-b411-4e4a-bd5d-e9f42144ec3f.jpeg,StreetLampPole,1.0
806_30_3a1ce972-1f0d-4280-a360-6f6f189f49b1.jpeg,StreetLampPole,1.0
806_30_3a2b5874-aa44-4612-b870-dc578bed6b57.jpeg,StreetLampPole,1.0
806_20_000d2c31-f537-4f99-a288-118280c6cb25.jpeg,StreetLampPole,5.0
806_20_000d4599-36cf-46b9-9b31-b8b28f6b2adf.jpeg,StreetLampPole,5.0
806_20_00107ed1-fb90-421a-bbaf-5e2f445f3feb.jpeg,StreetLampPole,5.0
806_20_0010decd-1439-44db-9ff6-f120ac77d75d.jpeg,StreetLampPole,3.0
806_20_001d7778-c569-489e-95e1-6f11100b24eb.jpeg,StreetLampPole,3.0
806_20_0021f7fa-57e8-4039-afd5-1024a81ab02c.jpeg,StreetLampPole,5.0
806_20_002846e3-3374-48d1-aace-5bc99ae7ca66.jpeg,StreetLampPole,5.0
806_20_0036b524-2660-45bd-9f80-a96184f8f48f.jpeg,StreetLampPole,5.0
806_20_004044a5-3b94-43bc-9128-18db2d481f43.jpeg,StreetLampPole,5.0
806_20_0040661d-7d8d-48d7-9d6c-8f0dfc34fcd3.jpeg,StreetLampPole,4.0
806_20_00407a1b-5402-4c77-9354-f302ca9a32c7.jpeg,StreetLampPole,5.0
806_20_004b69d9-6f84-4a0e-9122-671946fa484e.jpeg,StreetLampPole,5.0
806_20_004e7fd1-f37b-44c5-9ec0-c4d02c4ed5e6.jpeg,StreetLampPole,4.0
806_20_00500910-2576-40f6-a21d-a6c56184c1d5.jpeg,StreetLampPole,4.0
806_20_0070a570-03c5-4739-a161-d7a7030f4bec.jpeg,StreetLampPole,5.0
806_20_0099f4fb-a518-4f94-ac23-601ef2c90f0d.jpeg,StreetLampPole,5.0
806_20_00a2ef67-4338-45af-ab28-5ba23b985bc7.jpeg,StreetLampPole,5.0
806_20_00b0f49b-ca59-4292-b1c2-2d6c620aee1a.jpeg,StreetLampPole,5.0
806_20_00b22811-1682-4cb9-8d10-c0007b8cfa25.jpeg,StreetLampPole,5.0
806_20_00b59176-8d09-494d-bcc3-dedf1b1d9a27.jpeg,StreetLampPole,5.0
806_20_00bbe66b-ed3f-48ac-a4df-65502d606cbb.jpeg,StreetLampPole,5.0
806_20_00bc3e11-a844-4dbf-a4af-5edf6453fe7d.jpeg,StreetLampPole,5.0
806_20_00d0b0df-38a9-4097-a469-7bba7938285d.jpeg,StreetLampPole,6.0
806_20_00d0ff46-cd65-48cb-8afc-2bec93ed8ee4.jpeg,StreetLampPole,5.0
806_20_00e6b915-a95e-4093-9f4e-229b005a3162.jpeg,StreetLampPole,5.0
806_20_00f9fd91-5e4b-434b-8a08-93b8a0353001.jpeg,StreetLampPole,5.0
806_20_00fb2cfb-8638-4e9a-a306-ce8d0ccc3aa6.jpeg,StreetLampPole,5.0
806_20_010bdc1f-d461-4fe5-916a-4b9a3958bc5f.jpeg,StreetLampPole,5.0
806_20_011a569d-6b86-4349-b20e-d66863630e65.jpeg,StreetLampPole,5.0
806_20_011aad6f-87df-4775-b0a1-4926f3360ce1.jpeg,StreetLampPole,5.0
806_20_0136fe52-32cd-44bc-bb2c-7e75e5b2792f.jpeg,StreetLampPole,5.0
806_20_013c0ded-313e-4987-a7fc-6b8e7f866f55.jpeg,StreetLampPole,5.0
806_20_013dc75a-164b-41e3-9348-24d3accf4dfe.jpeg,StreetLampPole,5.0
806_20_013ebe38-9b87-4505-9e6f-8a738d276315.jpeg,StreetLampPole,5.0
806_20_014c2d40-ec45-465f-b05c-69d51f78754d.jpeg,StreetLampPole,5.0
806_20_014e19f9-53c3-41b6-8d2b-6215dfcc30c2.jpeg,StreetLampPole,5.0
806_20_0159993f-00e2-4da8-97d4-f3b97f1d6591.jpeg,StreetLampPole,5.0
806_20_0161c4da-b387-42a8-8939-8d12aa5063cb.jpeg,StreetLampPole,3.0
806_20_0162ce71-9d55-4202-b426-aec96d13de9d.jpeg,StreetLampPole,3.0
806_20_0169365d-fb70-425c-8143-fb58e9c1297c.jpeg,StreetLampPole,5.0
806_20_019ee5d3-6d49-4406-9b46-d5104ed095ba.jpeg,StreetLampPole,5.0
806_20_01ac1056-0930-4966-92be-dd71c269c867.jpeg,StreetLampPole,5.0
806_20_01b72b23-b5fc-4220-bfa9-e0fcbbb919ae.jpeg,StreetLampPole,4.0
806_20_01c78be4-a889-425e-ba9d-e39fb7969e25.jpeg,StreetLampPole,5.0
806_20_01d5e657-4da5-4264-ab5a-eefb17fa38c6.jpeg,StreetLampPole,5.0
806_20_01e77513-ef31-406e-8578-d15e77acf6dd.jpeg,StreetLampPole,5.0
806_20_01f238de-14ac-43e7-b10e-79f4b5e1ebdc.jpeg,StreetLampPole,4.0
806_20_01f6c86b-8501-4444-8c55-efa07ca7191c.jpeg,StreetLampPole,5.0
806_20_021b83a9-ef61-49a9-b658-0311969883db.jpeg,StreetLampPole,5.0
806_20_0226c3c5-b0ae-4045-8764-5037e5ae89ca.jpeg,StreetLampPole,5.0
806_20_0228e5dc-5226-4856-93b7-956105841cc0.jpeg,StreetLampPole,0.0
806_20_023d5adb-91f5-41d3-a962-cce01b70062b.jpeg,StreetLampPole,5.0
806_20_026343a2-f45f-49e3-b980-1cc115e40245.jpeg,StreetLampPole,5.0
806_20_02644f59-5328-405d-9158-c77d2e0fec1b.jpeg,StreetLampPole,5.0
806_20_02663b7c-5f3e-44e7-ae50-f8474df4a1ac.jpeg,StreetLampPole,5.0
806_20_02922564-e7d1-41ef-8856-f1c9919ff2ed.jpeg,StreetLampPole,5.0
806_20_02941b3e-9a9b-454a-863e-17e890e23bd7.jpeg,StreetLampPole,5.0
806_20_02a260f3-0f2e-4b9e-8ee6-bbd4169591d5.jpeg,StreetLampPole,5.0
806_20_02a4386f-7ba4-4a51-ba61-d9d1a6e28f44.jpeg,StreetLampPole,4.0
806_20_02aac254-deaf-43eb-893d-2e8cab0749d8.jpeg,StreetLampPole,5.0
806_20_02c27d1c-3a0b-4c47-b6e7-a228007c0269.jpeg,StreetLampPole,5.0
806_20_02f58edd-2315-466f-98ce-ce8addab54c7.jpeg,StreetLampPole,5.0
806_20_02fbcc9d-852e-40b6-bff2-4751cc707bb9.jpeg,StreetLampPole,4.0
806_20_02fc8dc7-bbad-41f8-ba54-42bcbe83c953.jpeg,StreetLampPole,5.0
806_20_030c98ae-8619-4a5d-b2a1-0ce6c840a845.jpeg,StreetLampPole,5.0
806_20_030ee347-ab3a-45d9-8b6e-3ae5ba5aa537.jpeg,StreetLampPole,5.0
806_20_031f792d-7d9f-4521-8927-e2a4a97481f7.jpeg,StreetLampPole,5.0
806_20_0321f469-6f62-480a-af17-5f667aefe14b.jpeg,StreetLampPole,5.0
806_20_0344c5b8-1cfa-4430-85f4-8f8ecd10e347.jpeg,StreetLampPole,5.0
806_20_034a6802-760c-4602-8a24-e563abcaff1d.jpeg,StreetLampPole,5.0
806_10_000046cc-8147-49cc-94d2-551c29048b92.jpeg,StreetLampPole,5.0
806_10_0003423a-0936-44e6-9c36-2b7513e20a87.jpeg,StreetLampPole,5.0
806_10_000566a9-d603-43c4-86d9-912d618bf350.jpeg,StreetLampPole,5.0
806_10_000894a2-c1d3-42b5-b00e-afc6a5951d5a.jpeg,StreetLampPole,5.0
806_10_000c6b7e-ff82-4e42-9dac-6ab8b8d22124.jpeg,StreetLampPole,5.0
806_10_000c8bff-eaa9-4299-b43b-d7dbead60182.jpeg,StreetLampPole,5.0
806_10_000f1a0e-6288-4a83-9956-66de561d1d78.jpeg,StreetLampPole,5.0
806_10_0011bd31-2115-4501-8902-3acd9649d34f.jpeg,StreetLampPole,5.0
806_10_00139d7c-fccc-4095-b902-4c94ad0bc320.jpeg,StreetLampPole,5.0
806_10_0017ec81-d207-4865-9e4c-e6676c9a49f5.jpeg,StreetLampPole,5.0
806_10_0018d4b7-5b00-4ce0-8b74-90dbb6261a72.jpeg,StreetLampPole,5.0
806_10_001d1855-03eb-4654-97ef-2e0416f7540c.jpeg,StreetLampPole,5.0
806_10_001f7175-0662-4da0-9c23-d6a25e4086f3.jpeg,StreetLampPole,5.0
806_10_0025b901-4ed8-45fd-b5f4-a91d667ad96f.jpeg,StreetLampPole,5.0
806_10_0025fef7-b2a8-43e6-891c-7de82eabef28.jpeg,StreetLampPole,5.0
806_10_0026687c-fd4d-4068-855f-45531397b733.jpeg,StreetLampPole,5.0
806_10_002a44a0-612e-4eff-abb6-2cd05d89ee22.jpeg,StreetLampPole,5.0
806_10_002a69f1-96a1-4378-b4d4-3a0a2729ba58.jpeg,StreetLampPole,5.0
806_10_00303f89-4ca5-463a-99dd-4212730e1fbc.jpeg,StreetLampPole,5.0
806_10_003207f2-4d31-4b36-8e04-f436bf64e5a7.jpeg,StreetLampPole,5.0
806_10_0036b678-55a4-4035-b4ee-438b4ff499b8.jpeg,StreetLampPole,5.0
806_10_003a0799-1093-40b7-80fb-8ea608d5380c.jpeg,StreetLampPole,5.0
806_10_003b8cce-b114-4957-9c67-026b5ce6af77.jpeg,StreetLampPole,5.0
806_10_003c3969-fb8e-4333-9105-96185ed06f89.jpeg,StreetLampPole,5.0
806_10_003e05ae-a9fd-4c15-bcc8-529df0d9c081.jpeg,StreetLampPole,5.0
806_10_003e2433-4e1f-4969-99d4-864b2b3cc75c.jpeg,StreetLampPole,5.0
806_10_003f2ab1-04bf-43cb-995c-a076fd411c7e.jpeg,StreetLampPole,5.0
806_10_0042d127-3097-4730-8dd1-fef5e76992a0.jpeg,StreetLampPole,5.0
806_10_004946fe-240b-4f67-a8e3-3c4d9a33cef1.jpeg,StreetLampPole,5.0
806_10_004dcbc7-1a09-4536-b3d8-54d4ab52ee9c.jpeg,StreetLampPole,5.0
806_10_00513663-08b8-408e-940a-835573870479.jpeg,StreetLampPole,5.0
806_10_005812f0-37b6-496f-a1ea-16961ac13d1a.jpeg,StreetLampPole,5.0
806_10_005987cb-905d-4e25-8a09-23b5eeef6428.jpeg,StreetLampPole,5.0
806_10_005b4b4c-af73-434f-8755-bb56d8778283.jpeg,StreetLampPole,5.0
806_10_005bdefe-deef-4dce-8065-58bfe060f10d.jpeg,StreetLampPole,5.0
806_10_006040bf-302a-46bb-9b91-bc15056a5064.jpeg,StreetLampPole,5.0
806_10_00640764-2c9c-44db-92be-e7f575a43f13.jpeg,StreetLampPole,5.0
806_10_00642035-9f37-40aa-a5b3-c62f55ffe216.jpeg,StreetLampPole,5.0
806_10_00652dd0-e7b4-4d14-b6f6-e8d798d80b83.jpeg,StreetLampPole,5.0
806_10_0067c70c-03ad-4184-ac8c-5fb660bb76ac.jpeg,StreetLampPole,5.0
806_10_0068468c-ec00-443b-819f-c30826209fea.jpeg,StreetLampPole,5.0
806_10_0068fe0e-11b4-4bbe-b0ea-3cd5138df154.jpeg,StreetLampPole,5.0
806_10_006ae905-7095-4193-93bf-3c0d90055660.jpeg,StreetLampPole,5.0
806_10_006e8d73-3827-452c-9915-ed2202756004.jpeg,StreetLampPole,5.0
806_10_00706f99-20e8-44cb-b395-85819c254da9.jpeg,StreetLampPole,5.0
806_10_007406c2-5ed1-4ef9-bf12-140486b51c99.jpeg,StreetLampPole,5.0
806_10_00742d56-245a-4279-8250-feb8ed54a312.jpeg,StreetLampPole,5.0
806_10_00745cdc-b1bc-426f-8efb-bd18c417fcce.jpeg,StreetLampPole,5.0
806_10_0081b4de-fbbb-4fa5-9fa7-bbc58c20837f.jpeg,StreetLampPole,5.0
806_10_0086a10b-0f18-45f0-a390-2f0599110111.jpeg,StreetLampPole,5.0
806_10_008e55d9-d004-471a-85ea-faf22c7da42d.jpeg,StreetLampPole,5.0
806_10_009459bc-bdbb-478c-ae44-ac7a7810c498.jpeg,StreetLampPole,5.0
806_10_0096e807-0798-4f53-bec6-674aa0b4f14a.jpeg,StreetLampPole,5.0
806_10_009d088a-88f3-4577-a6c9-a695ef2a31d8.jpeg,StreetLampPole,5.0
806_10_009d335e-7257-4e78-84bd-c8a8dcabf409.jpeg,StreetLampPole,5.0
806_10_00a13c04-3728-4c9b-90d3-d7a4e5414dc8.jpeg,StreetLampPole,5.0
806_10_00a74baf-42f7-4e27-b650-92ef7df99335.jpeg,StreetLampPole,5.0
806_10_00ad350d-e6aa-4ad8-84fe-79df73a7b3f2.jpeg,StreetLampPole,5.0
806_10_00ae6821-af59-4a39-910a-cedaa422bc4f.jpeg,StreetLampPole,5.0
806_10_00aeb0c3-364a-467a-9e16-d3436bcc1fb2.jpeg,StreetLampPole,5.0
806_10_00af6340-6da1-4b11-b1e9-1bb972b3d493.jpeg,StreetLampPole,5.0
806_10_00b10107-d2f8-43b8-8b6c-5c12fe862cbb.jpeg,StreetLampPole,5.0
806_10_00b1332b-bdd5-4cb7-bab0-b03757a71570.jpeg,StreetLampPole,5.0
806_10_00b32326-68d6-4e24-ac47-c52719fd787b.jpeg,StreetLampPole,5.0
806_10_00b67c8e-dfd6-4baf-9750-63dd383beb87.jpeg,StreetLampPole,5.0
806_10_00b85fd8-ba1e-416d-b820-b5289cd91d87.jpeg,StreetLampPole,5.0
806_10_00bf26bf-020b-4560-a180-ca921e2002fd.jpeg,StreetLampPole,5.0
806_10_00c53f92-9b1e-41f1-8ab4-c212fe906df0.jpeg,StreetLampPole,5.0
806_10_00ca0b7d-f86e-4d30-b423-6a0ad45be0aa.jpeg,StreetLampPole,5.0
806_10_00cd9ff7-c856-4166-803a-807b951befbc.jpeg,StreetLampPole,5.0
801_30_004faa9d-b35a-4494-9025-6fd3aa4d9ec1.jpeg,SignalController,1.0
801_30_00d2e19f-ae4c-4e8d-85bc-565563755d17.jpeg,SignalController,1.0
801_30_00ec1371-8877-453d-9df3-7bc7319b9565.jpeg,SignalController,1.0
801_30_00f967eb-7c8a-4ef4-9b69-84965da52b0d.jpeg,SignalController,1.0
801_30_01116be5-b381-4e15-aad9-d2d61fdd544c.jpeg,SignalController,1.0
801_30_0129eb5e-d578-48aa-93b8-accea685d7f4.jpeg,SignalController,1.0
801_30_02ce3511-7e5c-4642-89b3-d3ab113e4595.jpeg,SignalController,1.0
801_30_032a3c70-495d-421f-9091-cbf17eb3ce7e.jpeg,SignalController,1.0
801_30_03c76085-2e16-4748-b1e3-eae6de901033.jpeg,SignalController,5.0
801_30_03da398b-fb68-487d-8273-8dc402691f11.jpeg,SignalController,1.0
801_30_03f49192-03fd-4ada-b868-c54198efe91a.jpeg,SignalController,1.0
801_30_049b41da-a9b9-4e10-8434-7e9b8e509b53.jpeg,SignalController,5.0
801_30_04a4292e-55e2-419d-beff-cbd35cccf3d7.jpeg,SignalController,1.0
801_30_04bfba52-03de-42b5-b1c2-4f20d7ee1049.jpeg,SignalController,1.0
801_30_05036be9-5097-48d6-9088-b6c39d3599d0.jpeg,SignalController,1.0
801_30_05abeeef-77d9-4e92-8d1a-7d289e12d632.jpeg,SignalController,1.0
801_30_062a0437-ebfb-4810-83fa-398e83878c1d.jpeg,SignalController,1.0
801_30_063f4180-45b7-497a-aa7b-d8ffa1ff3759.jpeg,SignalController,1.0
801_30_069f0cf4-a5c6-4a73-aaab-5203e9dab3ec.jpeg,SignalController,7.0
801_30_07751b55-9069-4248-a7a5-fa8734040c19.jpeg,SignalController,1.0
801_30_0801f6f3-3da7-4770-be23-fa6ec494b4d8.jpeg,SignalController,2.0
801_30_0861f7b8-85cf-4afa-b775-4acab4d0ef7f.jpeg,SignalController,5.0
801_30_0867dcad-b128-483d-8da9-58244b4f0aa4.jpeg,SignalController,1.0
801_30_087a8f39-0fcd-4249-a11f-ccf477c768c6.jpeg,SignalController,1.0
801_30_08ab1570-870b-4c82-b3fa-6ca3e3279144.jpeg,SignalController,5.0
801_30_09bafb33-cdf9-4e58-901a-5bc2e3755290.jpeg,SignalController,1.0
801_30_09c8ccbb-03be-4cc0-9716-4f31a513bb06.jpeg,SignalController,1.0
801_30_09e54c5d-5fc1-41f5-b6de-d74bfa1ef488.jpeg,SignalController,5.0
801_30_0a14bfb0-05d4-4683-a570-20d37712f41f.jpeg,SignalController,8.0
801_30_0a5b71ac-3c17-4e0c-bfb5-88b87b220d2d.jpeg,SignalController,8.0
801_30_0a8b5ca5-c07b-41fb-8a6d-d53656ef438b.jpeg,SignalController,1.0
801_30_0ae3365f-e7c4-48e6-b014-14e634427fe9.jpeg,SignalController,1.0
801_30_0b5b823c-5225-4ac4-8ab0-9407d5d2e111.jpeg,SignalController,4.0
801_30_0bd2dc52-f389-4e74-83dc-c7c2a836a33f.jpeg,SignalController,1.0
801_30_0c8a463c-0110-4227-bb04-3dfb3af8248e.jpeg,SignalController,1.0
801_30_0c95d170-26c9-4cb4-b72a-b3cb663454f4.jpeg,SignalController,1.0
801_30_0d2a3edc-97b5-40de-9d56-6bdd7d47a47e.jpeg,SignalController,1.0
801_30_0d8bcd42-c224-4ab6-8cc8-749ae12d0851.jpeg,SignalController,1.0
801_30_0daa5fe5-ba8d-4905-935f-d12f6e627576.jpeg,SignalController,1.0
801_30_0e3df3e4-aa6b-4eed-a22f-8442c85fc11d.jpeg,SignalController,1.0
801_30_0e514987-59c7-4f0c-9d58-7e07cb2f93ff.jpeg,SignalController,7.0
801_30_0e9bfa21-dc0e-4760-b808-2c90acafd34f.jpeg,SignalController,1.0
801_30_0ed1a40d-0b42-47a6-8ac0-beeee11b8ecb.jpeg,SignalController,1.0
801_30_0ef36807-fe90-4dd6-9686-bd07a01dd05e.jpeg,SignalController,1.0
801_30_0f4892a6-e41c-4a56-9d5d-5ff84ed97b6a.jpeg,SignalController,1.0
801_30_0fba2594-0c8a-4fb3-8f92-fdcc85e1fb76.jpeg,SignalController,1.0
801_30_0fcb9dcc-a20a-49e5-a234-dcc9e92332df.jpeg,SignalController,7.0
801_30_0ff30043-73e8-49fd-a016-fbb4e3f40a72.jpeg,SignalController,5.0
801_30_104a2133-91ee-42d9-b9c6-f9f5fa96fb9a.jpeg,SignalController,1.0
801_30_11d020f4-47e9-46ab-af9e-e44d4678f1f2.jpeg,SignalController,1.0
801_30_1211651b-535c-472b-bdcc-082d64048a6f.jpeg,SignalController,1.0
801_30_13159f29-5d57-481c-9731-ed8ff7f3e99b.jpeg,SignalController,5.0
801_30_13502c0a-45a5-463b-bfc1-1a7641b3ad83.jpeg,SignalController,1.0
801_30_135568d5-11cb-4347-9e77-a5afe2482856.jpeg,SignalController,5.0
801_30_13559116-a467-4ea4-a9e5-f5421d004a8f.jpeg,SignalController,1.0
801_30_13f044aa-2d75-490f-932e-45176e88db8b.jpeg,SignalController,1.0
801_30_1420fe32-3e70-4f31-8cbe-a88a30b823d6.jpeg,SignalController,4.0
801_30_14d7614a-2ee4-4548-8a5b-c367cc7a6d26.jpeg,SignalController,8.0
801_30_154b6a20-8978-4453-aa7f-710c07df6b90.jpeg,SignalController,1.0
801_30_15e071af-2c26-4adf-942f-43a13645bd5c.jpeg,SignalController,7.0
801_30_165ca39a-8ffd-43b1-805e-d35859c2388c.jpeg,SignalController,1.0
801_30_1673d033-53ba-44c7-bbdb-8c68ad9bbb85.jpeg,SignalController,5.0
801_30_16c53688-0ebf-40da-845c-e329c4ac8591.jpeg,SignalController,1.0
801_30_1707f218-e9c8-48b8-8a83-22f2d624266a.jpeg,SignalController,1.0
801_30_1731d05e-4a42-49fa-b19f-f993b419119e.jpeg,SignalController,1.0
801_30_18f88777-aa63-4f57-b0f6-122a3d5458f1.jpeg,SignalController,1.0
801_30_1936a191-9a69-4e4a-b560-621ca112e2ec.jpeg,SignalController,1.0
801_30_1abd868f-b26e-488c-a3e2-fc9e3e77b626.jpeg,SignalController,1.0
801_30_1ac11e43-24d9-4f13-ad82-d031c2298ed3.jpeg,SignalController,1.0
801_30_1c1052b7-f00c-44ef-a03b-bf470b6dbbe7.jpeg,SignalController,1.0
801_20_00163c73-2c60-4fb6-b930-90c9a522179d.jpeg,SignalController,5.0
801_20_00427225-1374-49c5-8f95-d28b7167dd0a.jpeg,SignalController,0.0
801_20_0056034d-5614-410e-8c0c-1de06711ba6a.jpeg,SignalController,5.0
801_20_006b6902-eaa3-4c5a-b99a-beee4768b8ea.jpeg,SignalController,5.0
801_20_00867776-dfbe-48aa-9f85-9a8441b74b17.jpeg,SignalController,5.0
801_20_008aed5a-0dd4-45e5-9126-ec2fb9edcd95.jpeg,SignalController,5.0
801_20_00923b62-046b-4516-a934-a8f26211e4d8.jpeg,SignalController,5.0
801_20_00980abf-1f39-4a7c-96c6-d2a807e335bd.jpeg,SignalController,0.0
801_20_009ea375-e4b4-436e-aa4f-b4f5f9873b4a.jpeg,SignalController,4.0
801_20_00b2bba6-6b2d-4faf-8587-2e961e51d99d.jpeg,SignalController,5.0
801_20_00b809a9-09b4-43ea-b4dc-773445794e21.jpeg,SignalController,5.0
801_20_00c110ca-8e72-45e1-8ae8-31cc38d6e5ac.jpeg,SignalController,5.0
801_20_00e1e377-d845-404a-ae45-9b52a7a9dc5b.jpeg,SignalController,5.0
801_20_00f021e1-d0fd-44ca-9290-46de3735c0ec.jpeg,SignalController,5.0
801_20_01176b9b-4b55-45cd-82bf-82659da0eddd.jpeg,SignalController,5.0
801_20_011c276b-5561-4cde-9351-a8ad48b9d70b.jpeg,SignalController,5.0
801_20_0134024b-8949-41c8-b3f9-2830d8c2b34e.jpeg,SignalController,3.0
801_20_013f94f9-d6dd-45c6-b524-79a1aea07765.jpeg,SignalController,5.0
